,Reaction,ModelSEED_id,MetaNetX,KEGG_id,ecNumber,Substrates,Substrate Name,Substrate SMILE
2239,IBUPGLUCt2pp,,,,,"['h[p]', 'ibupgluc[p]']","['proton', 'ibuprofen acyl glucuronide']","['[H+]', 'CC(C)CC1=CC=C(C=C1)C(C)C(=O)OC2C(C(C(C(O2)C(=O)O)O)O)O']"
2240,IBUPGLUCtex,,,,,['ibupgluc[e]'],['ibuprofen acyl glucuronide'],['CC(C)CC1=CC=C(C=C1)C(C)C(=O)OC2C(C(C(C(O2)C(=O)O)O)O)O']
2241,IBUP_Stepp,,,,,['ibup_S[c]'],['ibuprofen-S'],[None]
2242,IBUP_Stex,,,,,['ibup_S[e]'],['ibuprofen-S'],[None]
2243,ICDHxi,,,,,"['icit[c]', 'nad[c]']","['Isocitrate', 'Nicotinamide adenine dinucleotide']","['C(C(C(C(=O)O)O)C(=O)O)C(=O)O', 'C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N']"
2244,ICDHy,,,,1.1.1.42,"['icit[c]', 'nadp[c]']","['Isocitrate', 'Nicotinamide adenine dinucleotide phosphate']","['C(C(C(C(=O)O)O)C(=O)O)C(=O)O', 'C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N']"
2245,ICHORS,rxn01258,MNXR3070,,5.4.99.6,['chor[c]'],['chorismate'],['C=C(C(=O)O)OC1C=C(C=CC1O)C(=O)O']
2246,ICHORT,rxn02177,MNXR74013,,3.3.2.1,"['h2o[c]', 'ichor[c]']","['Water', 'Isochorismate']","['O', 'C=C(C(=O)O)OC1C=CC=C(C1O)C(=O)O']"
2247,ICL,rxn00336,MNXR31733,,4.1.3.1,['icit[c]'],['Isocitrate'],['C(C(C(C(=O)O)O)C(=O)O)C(=O)O']
2248,IDOND,rxn03953,MNXR21918,,1.1.1.264,"['5dglcn[c]', 'h[c]', 'nadh[c]']","['5-Dehydro-D-gluconate', 'proton', 'Nicotinamide adenine dinucleotide - reduced']","['C(C(=O)C(C(C(C(=O)[O-])O)O)O)O', '[H+]', None]"
2249,IDOND2,rxn03954,MNXR6719,,1.1.1.264,"['5dglcn[c]', 'h[c]', 'nadph[c]']","['5-Dehydro-D-gluconate', 'proton', 'Nicotinamide adenine dinucleotide phosphate - reduced']","['C(C(=O)C(C(C(C(=O)[O-])O)O)O)O', '[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']"
2250,IDON_Ltex,rxn08743,,,,['idon_L[e]'],['L-Idonate'],['C(C(C(C(C(C(=O)[O-])O)O)O)O)O']
2251,IDONt2rpp,,,,,"['h[p]', 'idon_L[p]']","['proton', 'L-Idonate']","['[H+]', 'C(C(C(C(C(C(=O)[O-])O)O)O)O)O']"
2252,IG3PS,rxn03135,MNXR31741,,2.4.2.-,"['gln_L[c]', 'prlp[c]']","['L-glutamine', '5-[(5-phospho-1-deoxyribulos-1-ylamino)methylideneamino]-1-(5-phosphoribosyl)imidazole-4-carboxamide']","['C(CC(=O)N)C(C(=O)O)N', 'C1=NC(=C(N1C2C(C(C(O2)COP(=O)(O)O)O)O)NC=NCC(=O)C(C(COP(=O)(O)O)O)O)C(=O)N']"
2253,IGPDH,rxn02473,MNXR3090,,4.2.1.19,['eig3p[c]'],['D-erythro-1-(Imidazol-4-yl)glycerol 3-phosphate'],['C1=C(NC=N1)C(C(COP(=O)(O)O)O)O']
2254,IGPS,rxn02507,MNXR3091,,4.1.1.48,"['2cpr5p[c]', 'h[c]']","['1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate', 'proton']","['C1=CC=C(C(=C1)C(=O)O)NCC(=O)C(C(COP(=O)(O)O)O)O', '[H+]']"
2255,IHDCOATA,rxn05456,MNXR53365,,2.3.1.180,"['14mpentdecACP[c]', 'coa[c]']","['14-methyl-pentadecanoyl-ACP', 'Coenzyme A']","[None, 'CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O']"
2256,IHDGK,rxn10253,MNXR28710,,2.7.1.107,"['12dihdglyc[c]', 'atp[c]']","['1,2-Diisoheptadecanoyl-sn-glycerol', 'ATP']","[None, 'C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N']"
2257,IHPDCOATA,rxn05454,MNXR53363,,2.3.1.180,"['15mpalmACP[c]', 'coa[c]']","['15-methyl-hexa-decanoyl-ACP', 'Coenzyme A']","[None, 'CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O']"
2258,IHXDGK,rxn10258,MNXR28715,,2.7.1.107,"['12dixdglyc[c]', 'atp[c]']","['1,2-Diisohexadecanoyl-sn-glycerol', 'ATP']","[None, 'C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N']"
2259,ILETA,rxn01575,MNXR96228,R02199,2.6.1.42,"['akg[c]', 'ile_L[c]']","['2-Oxoglutarate', 'L-isoleucine']","['C(CC(=O)O)C(=O)C(=O)O', 'CCC(C)C(C(=O)O)N']"
2260,ILE_Ltex,,,,,['ile_L[e]'],['L-isoleucine'],['CCC(C)C(C(=O)O)N']
2261,ILEabcpp,,,,,"['atp[c]', 'h2o[c]', 'ile_L[p]']","['ATP', 'Water', 'L-isoleucine']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'O', 'CCC(C)C(C(=O)O)N']"
2262,ILEt2rpp,,,,,"['h[p]', 'ile_L[p]']","['proton', 'L-isoleucine']","['[H+]', 'CCC(C)C(C(=O)O)N']"
2263,IMACTD,rxn02853,MNXR95745,R04065,1.2.1.3,"['h2o[c]', 'im4act[c]', 'nad[c]']","['Water', 'imidazole-4-acetaldehyde', 'Nicotinamide adenine dinucleotide']","['O', 'C1=C(NC=N1)CC=O', 'C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N']"
2264,IMN_GLC_GLCAASE,,,,,"['h2o[c]', 'imn_glc[c]']","['Water', 'Indomethacin Glucuronide']","['O', 'CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)OC4C(C(C(C(O4)C(=O)O)O)O)O']"
2265,IMN_GLCt2pp,,,,,"['h[p]', 'imn_glc[p]']","['proton', 'Indomethacin Glucuronide']","['[H+]', 'CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)OC4C(C(C(C(O4)C(=O)O)O)O)O']"
2266,IMN_GLCtex,,,,,['imn_glc[e]'],['Indomethacin Glucuronide'],['CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)OC4C(C(C(C(O4)C(=O)O)O)O)O']
2267,IMNtepp,,,,,['imn[c]'],['Indomethacin'],['CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O']
2268,IMNtex,,,,,['imn[e]'],['Indomethacin'],['CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O']
2269,IMPC,rxn00832,MNXR100783,R01127,"2.1.2.3, 3.5.4.10","['h2o[c]', 'imp[c]']","['Water', 'IMP']","['O', 'C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)COP(=O)(O)O)O)O']"
2270,IMPD,rxn00834,MNXR100830,R01130,1.1.1.205,"['h2o[c]', 'imp[c]', 'nad[c]']","['Water', 'IMP', 'Nicotinamide adenine dinucleotide']","['O', 'C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)COP(=O)(O)O)O)O', 'C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N']"
2271,IND3ACt2rpp,,,,,"['h[p]', 'ind3ac[p]']","['proton', 'indole-3-acetate']","['[H+]', 'C1=CC=C2C(=C1)C(=CN2)CC(=O)[O-]']"
2272,IND3ACtex,,,,,['ind3ac[e]'],['indole-3-acetate'],['C1=CC=C2C(=C1)C(=CN2)CC(=O)[O-]']
2273,INDOLEt2rpp,,,,,"['h[p]', 'indole[p]']","['proton', 'Indole']","['[H+]', 'C1=CC=C2C(=C1)C=CN2']"
2274,INDOLEtex,,,,,['indole[e]'],['Indole'],['C1=CC=C2C(=C1)C=CN2']
2275,INHINDH,rxn02222,MNXR81679,,3.5.1.4,"['h2o[c]', 'ind3acam[c]']","['Water', 'Indole-3-acetamide']","['O', 'C1=CC=C2C(=C1)C(=CN2)CC(=O)N']"
2276,INOSTtex,rxn08755,,,,['inost[e]'],['myo-inositol'],['C1(C(C(C(C(C1O)O)O)O)O)O']
2277,INS2D,rxn00879,MNXR3109,,1.1.1.18,"['inost[c]', 'nad[c]']","['myo-inositol', 'Nicotinamide adenine dinucleotide']","['C1(C(C(C(C(C1O)O)O)O)O)O', 'C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N']"
2278,INSH,rxn01299,MNXR69281,,3.2.2.8,"['h2o[c]', 'ins[c]']","['Water', 'Inosine']","['O', 'C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)CO)O)O']"
2279,INSK,rxn00835,MNXR100845,R01131,2.7.1.73,"['atp[c]', 'ins[c]']","['ATP', 'Inosine']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)CO)O)O']"
2280,INSTt2rpp,,,,,"['h[p]', 'inost[p]']","['proton', 'myo-inositol']","['[H+]', 'C1(C(C(C(C(C1O)O)O)O)O)O']"
2281,INSt2pp,,,,,"['h[p]', 'ins[p]']","['proton', 'Inosine']","['[H+]', 'C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)CO)O)O']"
2282,INStex,,,,,['ins[e]'],['Inosine'],['C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)CO)O)O']
2283,INV_M1_GLCAASE,,,,,"['h2o[c]', 'inv_m1[c]']","['Water', 'Indanyl Glucuronide M1']","['O', None]"
2284,INV_M1t2pp,,,,,"['h[p]', 'inv_m1[p]']","['proton', 'Indanyl Glucuronide M1']","['[H+]', None]"
2285,INV_M1tex,,,,,['inv_m1[e]'],['Indanyl Glucuronide M1'],[None]
2286,INVtepp,,,,,['inv[c]'],['Indinavir'],['CC(C)(C)NC(=O)C1CN(CCN1CC(CC(CC2=CC=CC=C2)C(=O)NC3C(CC4=CC=CC=C34)O)O)CC5=CN=CC=C5']
2287,INVtex,,,,,['inv[e]'],['Indinavir'],['CC(C)(C)NC(=O)C1CN(CCN1CC(CC(CC2=CC=CC=C2)C(=O)NC3C(CC4=CC=CC=C34)O)O)CC5=CN=CC=C5']
2288,IPBET,rxn04278,,,,"['3ipenlcoa[c]', 'h2o[c]']","['3-Isopropylbut-3-enoyl-CoA', 'Water']","['CC(C)C(=C)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O', 'O']"
2289,IPDCOATA,rxn05453,MNXR53362,,2.3.1.180,"['13mmyrsACP[c]', 'coa[c]']","['13-methyl-tetra-decanoyl-ACP', 'Coenzyme A']","[None, 'CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O']"
2290,IPDDI,rxn00830,MNXR100796,R01123,5.3.3.2,['ipdp[c]'],['Isopentenyl diphosphate'],['CC(=C)CCOP(=O)(O)OP(=O)(O)O']
2291,IPDGK,rxn10256,MNXR28713,,2.7.1.107,"['12dipdglyc[c]', 'atp[c]']","['1,2-Diisopentadecanoyl-sn-glycerol', 'ATP']","[None, 'C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N']"
2292,IPDPIPT,rxn07842,,,,"['adp[c]', 'dmpp[c]', 'h[c]']","['ADP', 'Dimethylallyl diphosphate', 'proton']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N', 'CC(=CCOP(=O)(O)OP(=O)(O)O)C', '[H+]']"
2293,IPDPS,rxn08756,MNXR55660,,1.17.1.2,"['h2mb4p[c]', 'h[c]', 'nadh[c]']","['1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate', 'proton', 'Nicotinamide adenine dinucleotide - reduced']","['CC(=CCOP(=O)([O-])OP(=O)([O-])[O-])CO', '[H+]', None]"
2294,IPDPS2,rxn04113,MNXR57060,,1.17.1.2,"['h2mb4p[c]', 'h[c]', 'nadph[c]']","['1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate', 'proton', 'Nicotinamide adenine dinucleotide phosphate - reduced']","['CC(=CCOP(=O)([O-])OP(=O)([O-])[O-])CO', '[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']"
2295,IPMD2,rxn00735,,,,"['e3mmal[c]', 'nad[c]']","['D-erythro-3-Methylmalate', 'Nicotinamide adenine dinucleotide']","['CC(C(C(=O)O)O)C(=O)O', 'C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N']"
2296,IPMDr,rxn03062,MNXR3132,,1.1.1.85,"['3c2hmp[c]', 'nad[c]']","['3-Carboxy-2-hydroxy-4-methylpentanoate', 'Nicotinamide adenine dinucleotide']","['CC(C)C(C(C(=O)O)O)C(=O)O', 'C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N']"
2297,IPPMIa,rxn02789,MNXR3134,,4.2.1.33,['3c2hmp[c]'],['3-Carboxy-2-hydroxy-4-methylpentanoate'],['CC(C)C(C(C(=O)O)O)C(=O)O']
2298,IPPMIb,rxn02811,MNXR3133,,4.2.1.33,"['2ippm[c]', 'h2o[c]']","['2-Isopropylmaleate', 'Water']","['CC(C)C(=CC(=O)O)C(=O)O', 'O']"
2299,ISETACabcpp,,,,,"['atp[c]', 'h2o[c]', 'isetac[p]']","['ATP', 'Water', 'Isethionic acid']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'O', 'C(CS(=O)(=O)O)O']"
2300,ISETACtex,,,,,['isetac[e]'],['Isethionic acid'],['C(CS(=O)(=O)O)O']
2301,ISNZDAc,,,,,"['accoa[c]', 'isnzd[c]']","['Acetyl-CoA', 'Isoniazid']","['CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O', 'C1=CN=CC=C1C(=O)NN']"
2302,ISNZDppp,,,,,['isnzd[p]'],['Isoniazid'],['C1=CN=CC=C1C(=O)NN']
2303,ISNZDtex,,,,,['isnzd[e]'],['Isoniazid'],['C1=CN=CC=C1C(=O)NN']
2304,ISOSORBIDE_5MN_GLC_GLCAASE,,,,,"['h2o[c]', 'isosorbide_5mn_glc[c]']","['Water', 'Isosorbide 5-Mononitrate 2-Beta-D-Glucuronide']","['O', 'C1C(C2C(O1)C(CO2)O[N+](=O)[O-])OC3C(C(C(C(O3)C(=O)O)O)O)O']"
2305,ISOSORBIDE_5MN_GLCt2pp,,,,,"['h[p]', 'isosorbide_5mn_glc[p]']","['proton', 'Isosorbide 5-Mononitrate 2-Beta-D-Glucuronide']","['[H+]', 'C1C(C2C(O1)C(CO2)O[N+](=O)[O-])OC3C(C(C(C(O3)C(=O)O)O)O)O']"
2306,ISOSORBIDE_5MN_GLCtex,,,,,['isosorbide_5mn_glc[e]'],['Isosorbide 5-Mononitrate 2-Beta-D-Glucuronide'],['C1C(C2C(O1)C(CO2)O[N+](=O)[O-])OC3C(C(C(C(O3)C(=O)O)O)O)O']
2307,ISOSORBIDE_5MNtepp,,,,,['isosorbide_5mn[c]'],['Isosorbide 5-Mononitrate'],['C1C(C2C(O1)C(CO2)O[N+](=O)[O-])O']
2308,ISOSORBIDE_5MNtex,,,,,['isosorbide_5mn[e]'],['Isosorbide 5-Mononitrate'],['C1C(C2C(O1)C(CO2)O[N+](=O)[O-])O']
2309,ITDCOATA,rxn05455,MNXR53364,,2.3.1.180,"['12mtridecACP[c]', 'coa[c]']","['12-methyl-tridecanoyl-ACP', 'Coenzyme A']","[None, 'CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O']"
2310,ITDGK,rxn10255,MNXR28712,,2.7.1.107,"['12ditdglyc[c]', 'atp[c]']","['1,2-Diisotetradecanoyl-sn-glycerol', 'ATP']","[None, 'C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N']"
2311,IVCOATA,rxn05383,MNXR53358,,2.3.1.180,"['ACP[c]', 'ivcoa[c]']","['acyl carrier protein', 'Isovaleryl-CoA']","[None, 'CC(C)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O']"
2312,KACOAT2,,,,2.3.1.16,"['coa[c]', 'dhdpacoa[c]', 'h2o[c]']","['Coenzyme A', 'cis-dihydrodiol derivative of phenylacetyl-CoA', 'Water']","['CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O', 'CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])C(C(=O)NCCC(=O)NCCSC(=O)CC4(C=CC=CC4O)O)O', 'O']"
2313,KARA1,rxn02186,MNXR69294,,1.1.1.86,"['23dhmb[c]', 'nadp[c]']","['(R)-2,3-Dihydroxy-3-methylbutanoate', 'Nicotinamide adenine dinucleotide phosphate']","['CC(C)(C(C(=O)[O-])O)O', 'C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N']"
2314,KARA2,rxn08764,,,1.1.1.86,"['2ahbut[c]', 'h[c]', 'nadph[c]']","['(S)-2-Aceto-2-hydroxybutanoate', 'proton', 'Nicotinamide adenine dinucleotide phosphate - reduced']","['CCC(C(=O)C)(C(=O)O)O', '[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']"
2315,KARA3,rxn03068,MNXR74267,,1.1.1.86,"['23dhmb[c]', 'nadp[c]']","['(R)-2,3-Dihydroxy-3-methylbutanoate', 'Nicotinamide adenine dinucleotide phosphate']","['CC(C)(C(C(=O)[O-])O)O', 'C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N']"
2316,KAS14,rxn05347,MNXR83172,,2.3.1.41,"['acACP[c]', 'h[c]', 'malACP[c]']","['Acetyl-ACP', 'proton', 'Malonyl-[acyl-carrier protein]']","[None, '[H+]', None]"
2317,KCHCCOAH,rxn03871,,,,"['2xchccoa[c]', 'h2o[c]']","['2-Oxocyclohexane-1-carbonyl-CoA', 'Water']","['CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C4CCCCC4=O)O', 'O']"
2318,KDOCT2,rxn02405,MNXR69298,,2.7.7.38,"['ctp[c]', 'kdo[c]']","['CTP', '3-Deoxy-D-manno-2-octulosonate']","['C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O', 'C(C(C(C(C(CO)O)O)O)O)C(=O)C(=O)O']"
2319,KDOPP,rxn02404,MNXR3175,,3.1.3.45,"['h2o[c]', 'kdo8p[c]']","['Water', '3-Deoxy-D-manno-octulosonate 8-phosphate']","['O', 'C(C(C(C(C(COP(=O)(O)O)O)O)O)O)C(=O)C(=O)O']"
2320,KDOPSr,rxn02331,MNXR3176,,2.5.1.55,"['ara5p[c]', 'h2o[c]', 'pep[c]']","['D-Arabinose 5-phosphate', 'Water', 'Phosphoenolpyruvate']","['C(C(C(C(C=O)O)O)O)OP(=O)(O)O', 'O', 'C=C(C(=O)O)OP(=O)(O)O']"
2321,KG6PDC,rxn04928,MNXR3177,,4.1.1.85,"['3dhgulnp[c]', 'h[c]']","['3-keto-L-gulonate-6-phosphate', 'proton']","['C(C(C(C(=O)C(C(=O)[O-])O)O)O)OP(=O)([O-])[O-]', '[H+]']"
2322,KHK,rxn00627,MNXR100936,R00866,2.7.1.3,"['atp[c]', 'fru[c]']","['ATP', 'D-Fructose']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'C1C(C(C(C(O1)(CO)O)O)O)O']"
2323,KLGH,rxn03273,,,,"['HC01446[c]', 'h2o[c]']","['3-Ketolactose', 'Water']","['C(C1C(C(C(C(O1)O)O)O)OC2C(C(=O)C(C(O2)CO)O)O)O', 'O']"
2324,KPROFEN_GLC_GLCAASE,,,,,"['h2o[c]', 'kprofen_glc[c]']","['Water', 'Ketoprofen Glucuronide']","['O', 'CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)OC3C(C(C(C(O3)C(=O)O)O)O)O']"
2325,KPROFEN_GLCt2pp,,,,,"['h[p]', 'kprofen_glc[p]']","['proton', 'Ketoprofen Glucuronide']","['[H+]', 'CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)OC3C(C(C(C(O3)C(=O)O)O)O)O']"
2326,KPROFEN_GLCtex,,,,,['kprofen_glc[e]'],['Ketoprofen Glucuronide'],['CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)OC3C(C(C(C(O3)C(=O)O)O)O)O']
2327,KPROFENtepp,,,,,['kprofen[c]'],['Ketoprofen (2-(3-Benzoylphenyl)Propionic Acid)'],[None]
2328,KPROFENtex,,,,,['kprofen[e]'],['Ketoprofen (2-(3-Benzoylphenyl)Propionic Acid)'],[None]
2329,Kt1rpp,,,,,['k[p]'],['potassium'],['[K]']
2330,Kt3pp,,,,,"['h[p]', 'k[c]']","['proton', 'potassium']","['[H+]', '[K]']"
2331,Ktex,,,,,['k[e]'],['potassium'],['[K]']
2332,LACL,rxn00542,,,,['lac_L[c]'],['L-lactate'],['CC(C(=O)[O-])O']
2333,LACTLtex,,,,,['lactl[e]'],['Lactulose'],['C(C1C(C(C(C(O1)OC2C(OC(C2O)(CO)O)CO)O)O)O)O']
2334,LACTLtpp,,,,,"['h[p]', 'lactl[p]']","['proton', 'Lactulose']","['[H+]', 'C(C1C(C(C(C(O1)OC2C(OC(C2O)(CO)O)CO)O)O)O)O']"
2335,LACZ,rxn00816,MNXR93705,,3.2.1.23,"['h2o[c]', 'lcts[c]']","['Water', 'Lactose']","['O', 'C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O']"
2336,LAC_Dtex,rxn08351,,,,['lac_D[e]'],['D-lactate'],['CC(C(=O)O)O']
2337,LAC_Ltex,rxn08795,,,,['lac_L[e]'],['L-lactate'],['CC(C(=O)[O-])O']
2338,LAGAT,rxn05036,,,,"['Largn[c]', 'akg[c]']","['L-Arogenate', '2-Oxoglutarate']","['C1=CC(C=CC1O)(CC(C(=O)[O-])[NH3+])C(=O)[O-]', 'C(CC(=O)O)C(=O)C(=O)O']"
2339,LARGNAT,rxn01270,MNXR8691,,2.6.1.57,"['Largn[c]', 'oaa[c]']","['L-Arogenate', 'Oxaloacetate']","['C1=CC(C=CC1O)(CC(C(=O)[O-])[NH3+])C(=O)[O-]', 'C(C(=O)C(=O)O)C(=O)O']"
2340,LCADi,rxn01053,MNXR101018,R01446,1.2.1.22,"['h2o[c]', 'lald_L[c]', 'nad[c]']","['Water', '(S)-lactaldehyde', 'Nicotinamide adenine dinucleotide']","['O', 'CC(C=O)O', 'C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N']"
2341,LCAR2,rxn01305,MNXR14888,,,"['gcald[c]', 'h[c]', 'nadh[c]']","['glycolaldehyde', 'proton', 'Nicotinamide adenine dinucleotide - reduced']","['C(C=O)O', '[H+]', None]"
2342,LCARR,rxn02209,MNXR30684,,,"['h[c]', 'lald_D[c]', 'nadh[c]']","['proton', '(R)-lactaldehyde', 'Nicotinamide adenine dinucleotide - reduced']","['[H+]', 'CC(C=O)O', None]"
2343,LCARS,rxn01615,MNXR95714,R02258,1.1.1.77,"['h[c]', 'lald_L[c]', 'nadh[c]']","['proton', '(S)-lactaldehyde', 'Nicotinamide adenine dinucleotide - reduced']","['[H+]', 'CC(C=O)O', None]"
2344,LCNGDMAT,rxn14090,,,,"['dmpp[c]', 'lchng[c]']","['Dimethylallyl diphosphate', 'Leachianone G']","['CC(=CCOP(=O)(O)OP(=O)(O)O)C', 'CC(=CCC1=C2C(=C(C=C1O)O)C(=O)CC(O2)C3=C(C=C(C=C3)O)O)C']"
2345,LCTSabcpp,,,,,"['atp[c]', 'h2o[c]', 'lcts[p]']","['ATP', 'Water', 'Lactose']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'O', 'C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O']"
2346,LCTStex,rxn08780,,,,['lcts[e]'],['Lactose'],['C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O']
