,Reaction,Name,ModelSEED_id,MetaNetX,KEGG_id,KEGG_id2,BIGG_id,Substrates,Substrate Name,Substrate SMILE,ecNumber
1650,IVCOATA,3-methylbutanoyl-CoA[acyl-carrier-protein] transferase,rxn05383,MNXR53358,None,None,None,"['ACP[c]', 'ivcoa[c]']","['acyl carrier protein', 'Isovaleryl-CoA']","[None, 'CC(C)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O']",2.3.1.180
1651,IZPN,Imidazolonepropionase,rxn01642,MNXR100896,R02288,R02288,IZPN,"['4izp[c]', 'h2o[c]']","['4-Imidazolone-5-propanoate', 'Water']","['C1=NC(C(=O)N1)CCC(=O)O', 'O']","[['3.5.2', '3.5.2.7']]"
1652,KARA1,"ketol-acid reductoisomerase (2,3-dihydroxy-3-methylbutanoate)",rxn02186,MNXR69294,None,R03051,None,"['23dhmb[c]', 'nadp[c]']","['(R)-2,3-Dihydroxy-3-methylbutanoate', 'Nicotinamide adenine dinucleotide phosphate']","['CC(C)(C(C(=O)[O-])O)O', 'C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N']",1.1.1.86
1653,KARA2,ketol-acid reductoisomerase (2-Acetolactate),rxn08764,None,None,None,KARA2; KARA2i; KARA2im,"['2ahbut[c]', 'h[c]', 'nadph[c]']","['(S)-2-Aceto-2-hydroxybutanoate', 'proton', 'Nicotinamide adenine dinucleotide phosphate - reduced']","['CCC(C(=O)C)(C(=O)O)O', '[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']","[['1.1.1.86'], ['1.1.1.86'], ['1.1.1.86']]"
1654,KARA3,"ketol-acid reductoisomerase (2,3-dihydroxy-3-methylbutanoate)",rxn03068,MNXR74267,None,R04440,None,"['23dhmb[c]', 'nadp[c]']","['(R)-2,3-Dihydroxy-3-methylbutanoate', 'Nicotinamide adenine dinucleotide phosphate']","['CC(C)(C(C(=O)[O-])O)O', 'C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N']",1.1.1.86
1655,KAS14,beta-ketoacyl-ACP synthase,rxn05347,MNXR83172,None,R04355,ACMAT1; CEM1_1; FAS2_1_1; KAS14,"['acACP[c]', 'h[c]', 'malACP[c]']","['Acetyl-ACP', 'proton', 'Malonyl-[acyl-carrier protein]']","[None, '[H+]', None]","[None, None, None, ['2.3.1.-', '2.3.1.179', '2.3.1.180', '2.3.1.41', '2.3.1.85', '2.3.1.86']]"
1656,KDOCT2,3-deoxy-manno-octulosonate cytidylyltransferase,rxn02405,MNXR69298,None,R03351,DMOCT; KDOCT; KDOCT2,"['ctp[c]', 'kdo[c]']","['CTP', '3-Deoxy-D-manno-2-octulosonate']","['C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O', 'C(C(C(C(C(CO)O)O)O)O)C(=O)C(=O)O']","[None, ['2.7.7.38'], ['2.7.7.38']]"
1657,KDOPP,3-deoxy-manno-octulosonate-8-phosphatase,rxn02404,MNXR3175,None,R03350,KDOPP,"['h2o[c]', 'kdo8p[c]']","['Water', '3-Deoxy-D-manno-octulosonate 8-phosphate']","['O', 'C(C(C(C(C(COP(=O)(O)O)O)O)O)O)C(=O)C(=O)O']",[['3.1.3.45']]
1658,KDOPSr,"3-deoxy-D-manno-octulosonic-acid 8-phosphate synthease, reversible",rxn02331,MNXR3176,None,R03254,KDOPS,"['ara5p[c]', 'h2o[c]', 'pep[c]']","['D-Arabinose 5-phosphate', 'Water', 'Phosphoenolpyruvate']","['C(C(C(C(C=O)O)O)O)OP(=O)(O)O', 'O', 'C=C(C(=O)O)OP(=O)(O)O']",[['2.5.1.55']]
1659,KDOtex,3-Deoxy-D-manno-2-octulosonate diffusion extracellular to periplasm,None,None,None,None,None,['kdo[e]'],['3-Deoxy-D-manno-2-octulosonate'],['C(C(C(C(C(CO)O)O)O)O)C(=O)C(=O)O'],None
1660,KESTOASEepp,"Beta-2-1 fructan degradation, extracellular, periplasmatic",None,None,None,None,None,"['h2o[p]', 'kesto[p]']","['Water', 'Kestose (2 fru, 1 glc inulin-type fructo-oligosaccharide)']","['O', None]",None
1661,KESTOPTASEepp,"Beta-2-1 fructan degradation, extracellular, periplasmatic",None,None,None,None,None,"['h2o[p]', 'kestopt[p]']","['Water', 'Kestopentaose (4 fru, 1 glc inulin-type fructo-oligosaccharide)']","['O', None]",None
1662,KESTOPTtex,"Kestopentaose (4 fru, 1 glc inulin-type fructo-oligosaccharide) diffusion extracellular to periplasm",None,None,None,None,None,['kestopt[e]'],"['Kestopentaose (4 fru, 1 glc inulin-type fructo-oligosaccharide)']",[None],None
1663,KESTOTTRASEepp,"Beta-2-1 fructan degradation, extracellular, periplasmatic",None,None,None,None,None,"['h2o[p]', 'kestottr[p]']","['Water', 'Kestotetraose (3 fru, 1 glc inulin-type fructo-oligosaccharide)']","['O', None]",None
1664,KESTOTTRtex,"Kestotetraose (3 fru, 1 glc inulin-type fructo-oligosaccharide) diffusion extracellular to periplasm",None,None,None,None,None,['kestottr[e]'],"['Kestotetraose (3 fru, 1 glc inulin-type fructo-oligosaccharide)']",[None],None
1665,KESTOtex,"Kestose (2 fru, 1 glc inulin-type fructo-oligosaccharide) diffusion extracellular to periplasm",None,None,None,None,None,['kesto[e]'],"['Kestose (2 fru, 1 glc inulin-type fructo-oligosaccharide)']",[None],None
1666,KPROFEN_GLC_GLCAASEepp,"Ketoprofen Glucuronide beta-glucuronidase  extracellular, periplasmatic",None,None,None,None,None,"['h2o[p]', 'kprofen_glc[p]']","['Water', 'Ketoprofen Glucuronide']","['O', 'CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)OC3C(C(C(C(O3)C(=O)O)O)O)O']",None
1667,KPROFEN_GLCtex,Ketoprofen Glucuronide diffusion extracellular to periplasm,None,None,None,None,None,['kprofen_glc[e]'],['Ketoprofen Glucuronide'],['CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)OC3C(C(C(C(O3)C(=O)O)O)O)O'],None
1668,KPROFENtex,Ketoprofen (2-(3-Benzoylphenyl)Propionic Acid) diffusion extracellular to periplasm,None,None,None,None,None,['kprofen[e]'],['Ketoprofen (2-(3-Benzoylphenyl)Propionic Acid)'],[None],None
1669,Kt1rpp,"potassium transport via uniport reversible (facilitated diffusion), periplasmatic",None,None,None,None,None,['k[p]'],['potassium'],['[K]'],None
1670,Kt3pp,"potassium proton antiporter irreversible, periplasmatic",None,None,None,None,None,"['h[p]', 'k[c]']","['proton', 'potassium']","['[H+]', '[K]']",None
1671,Ktex,potassium diffusion extracellular to periplasm,None,None,None,None,None,['k[e]'],['potassium'],['[K]'],None
1672,L2A6ODs,"L-2-Amino-6-oxopimelate conversion to 2,3,4,5-Tetrahydrodipicolinate (spontaneous)",rxn03012,MNXR15641,None,R04336,None,['l2a6o[c]'],['L-2-Amino-6-oxopimelate'],['C(CC(C(=O)O)N)CC(=O)C(=O)O'],None
1673,LACTLtex,Lactulose diffusion extracellular to periplasm,None,None,None,None,None,['lactl[e]'],['Lactulose'],['C(C1C(C(C(C(O1)OC2C(OC(C2O)(CO)O)CO)O)O)O)O'],None
1674,LACTLtpp,"Lactulose transport via proton symport, periplasmatic",None,None,None,None,None,"['h[p]', 'lactl[p]']","['proton', 'Lactulose']","['[H+]', 'C(C1C(C(C(C(O1)OC2C(OC(C2O)(CO)O)CO)O)O)O)O']",None
1675,LACZ,b-galactosidase,rxn00816,MNXR93705,None,R01100; R06114,LACZ; LACZpp,"['h2o[c]', 'lcts[c]']","['Water', 'Lactose']","['O', 'C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O']","[['3.2.1.108', '3.2.1.23'], ['3.2.1.108', '3.2.1.23']]"
1676,LAC_Dtex,D-lactate diffusion extracellular to periplasm,rxn08351,None,None,None,D-LACtex,['lac_D[e]'],['D-lactate'],['CC(C(=O)O)O'],[None]
1677,LAC_Ltex,L-lactate diffusion extracellular to periplasm,rxn08795,None,None,None,L-LACtex,['lac_L[e]'],['L-lactate'],['CC(C(=O)[O-])O'],[None]
1678,LARGNAT,L-arogenate:2-oxoglutarate aminotransferase,rxn01270,MNXR8691,None,R01731,None,"['Largn[c]', 'oaa[c]']","['L-Arogenate', 'Oxaloacetate']","['C1=CC(C=CC1O)(CC(C(=O)[O-])[NH3+])C(=O)[O-]', 'C(C(=O)C(=O)O)C(=O)O']",2.6.1.57
1679,LCARS,"lacaldehyde reductase (S-propane-1,2-diol forming)",rxn01615,MNXR95714,R02258,R02257,None,"['h[c]', 'lald_L[c]', 'nadh[c]']","['proton', '(S)-lactaldehyde', 'Nicotinamide adenine dinucleotide - reduced']","['[H+]', 'CC(C=O)O', None]",1.1.1.77
1680,LCTSabcpp,"lactose transport via ABC system (import), periplasmatic",None,None,None,None,None,"['atp[c]', 'h2o[c]', 'lcts[p]']","['ATP', 'Water', 'Lactose']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'O', 'C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O']",None
1681,LCTStex,Lactose diffusion extracellular to periplasm,rxn08780,None,None,None,LCTStex,['lcts[e]'],['Lactose'],['C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O'],[None]
1682,LDH_D,D-Lactate Dehydrogenase,rxn00500,MNXR101037,R00704,R00704,LDH_D; LDH_Dir,"['lac_D[c]', 'nad[c]']","['D-lactate', 'Nicotinamide adenine dinucleotide']","['CC(C(=O)O)O', 'C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N']","[['1.1.1.28'], None]"
1683,LDH_D2,D-lactate dehydrogenase,rxn08783,MNXR69308,None,None,LDH_D2,"['lac_D[c]', 'q8[c]']","['D-lactate', 'Ubiquinone-8']","['CC(C(=O)O)O', 'CC1=C(C(=O)C(=C(C1=O)OC)OC)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C']",[None]
1684,LEUO,Leucine oxidation by gut bacteria,None,None,None,None,None,"['h2o[c]', 'leu_L[c]']","['Water', 'L-leucine']","['O', 'CC(C)CC(C(=O)O)N']",None
1685,LEUTA,Leucine Transaminase,rxn00806,MNXR96229,R01090,R01090,BAT1_1; BAT2_3; LEUTA; LEUTAi; LEUTAm,"['akg[c]', 'leu_L[c]']","['2-Oxoglutarate', 'L-leucine']","['C(CC(=O)O)C(=O)C(=O)O', 'CC(C)CC(C(=O)O)N']","[None, None, ['2.6.1.42', '2.6.1.6', '2.6.1.67'], ['2.6.1.42', '2.6.1.6', '2.6.1.67'], ['2.6.1.42', '2.6.1.6', '2.6.1.67']]"
1686,LEU_Ltex,L-leucine diffusion extracellular to periplasm,None,None,None,None,None,['leu_L[e]'],['L-leucine'],['CC(C)CC(C(=O)O)N'],None
1687,LEUt2rpp,"L-leucine reversible transport via proton symport, periplasmatic",None,None,None,None,None,"['h[p]', 'leu_L[p]']","['proton', 'L-leucine']","['[H+]', 'CC(C)CC(C(=O)O)N']",None
1688,LEVAN1000tex,"Levan, 1000 fructose units diffusion extracellular to periplasm",None,None,None,None,None,['levan1000[e]'],"['Levan, 1000 fructose units']",[None],None
1689,LEVANASE_1epp,"Extracellular levanase, periplasmatic",None,None,None,None,None,"['h2o[p]', 'levan1000[p]']","['Water', 'Levan, 1000 fructose units']","['O', None]",None
1690,LEVANASE_2epp,"Extracellular levanase, periplasmatic",None,None,None,None,None,"['h2o[p]', 'levantttr[p]']","['Water', 'Levantetraose']","['O', None]",None
1691,LEVANASE_3epp,"Extracellular levanase, periplasmatic",None,None,None,None,None,"['h2o[p]', 'levanttr[p]']","['Water', 'Levantriose']","['O', 'C(C1C(C(C(O1)(CO)OCC2C(C(C(O2)(CO)OCC(C(C(C(=O)CO)O)O)O)O)O)O)O)O']",None
1692,LEVANASE_4epp,"Extracellular levanase, periplasmatic",None,None,None,None,None,"['h2o[p]', 'levanb[p]']","['Water', 'Levanbiose']","['O', 'C(C1C(C(C(O1)(CO)OCC2C(C(C(O2)(CO)O)O)O)O)O)O']",None
1693,LEVANB_ABCpp,"levanbiose transport, periplasmatic",None,None,None,None,None,"['atp[c]', 'h2o[c]', 'levanb[p]']","['ATP', 'Water', 'Levanbiose']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'O', 'C(C1C(C(C(O1)(CO)OCC2C(C(C(O2)(CO)O)O)O)O)O)O']",None
1694,LEVANBtex,Levanbiose diffusion extracellular to periplasm,None,None,None,None,None,['levanb[e]'],['Levanbiose'],['C(C1C(C(C(O1)(CO)OCC2C(C(C(O2)(CO)O)O)O)O)O)O'],None
1695,LEVANTTRtex,Levantriose diffusion extracellular to periplasm,None,None,None,None,None,['levanttr[e]'],['Levantriose'],['C(C1C(C(C(O1)(CO)OCC2C(C(C(O2)(CO)OCC(C(C(C(=O)CO)O)O)O)O)O)O)O)O'],None
1696,LEVANTTTRtex,Levantetraose diffusion extracellular to periplasm,None,None,None,None,None,['levantttr[e]'],['Levantetraose'],[None],None
1697,LGTHL,Lactoylglutathione Lyase,rxn01834,MNXR100355,R02530,R02530,GLO1; LGTHL,"['gthrd[c]', 'mthgxl[c]']","['Reduced glutathione', 'methylglyoxal']","['C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N', 'CC(=O)C=O']","[None, ['4.4.1.5']]"
1698,LPADSS,Lipid A disaccaride synthase,rxn03159,MNXR55674,None,R04606,None,"['lipidX[c]', 'u23ga[c]']","['2,3-Bis(3-hydroxytetradecanoyl)-beta-D-glucosaminyl 1-phosphate', 'UDP-2,3-bis(3-hydroxytetradecanoyl)glucosamine']","[None, 'CCCCCCCCCCCC(CC(=O)NC1C(C(C(OC1OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)OC(=O)CC(CCCCCCCCCCC)O)O']",2.4.1.182
1699,LST4EXPtex,Losartan-E3174/ losartan-M6 diffusion extracellular to periplasm,None,None,None,None,None,['lst4exp[e]'],['Losartan-E3174/ losartan-M6'],[None],None
1700,LSTN1GLUC_GLCAASEepp,"Losartan-N1-glucuronide beta-glucuronidase  extracellular, periplasmatic",None,None,None,None,None,"['h2o[p]', 'lstn1gluc[p]']","['Water', 'Losartan-N1-glucuronide']","['O', 'CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NN=NN4C5C(C(C(C(O5)C(=O)O)O)O)O)CO)Cl']",None
1701,LSTN1GLUCtex,Losartan-N1-glucuronide diffusion extracellular to periplasm,None,None,None,None,None,['lstn1gluc[e]'],['Losartan-N1-glucuronide'],['CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NN=NN4C5C(C(C(C(O5)C(=O)O)O)O)O)CO)Cl'],None
1702,LSTNM4_GLCAASEepp,"Losartan-M4 (glucuronide derivative) beta-glucuronidase  extracellular, periplasmatic",None,None,None,None,None,"['h2o[p]', 'lstnm4[p]']","['Water', 'Losartan-M4 (glucuronide derivative)']","['O', None]",None
1703,LSTNM4tex,Losartan-M4 (glucuronide derivative) diffusion extracellular to periplasm,None,None,None,None,None,['lstnm4[e]'],['Losartan-M4 (glucuronide derivative)'],[None],None
1704,LSTNM7_GLCAASEepp,"Losartan-N2-glucuronide / Losartan-M7 beta-glucuronidase  extracellular, periplasmatic",None,None,None,None,None,"['h2o[p]', 'lstnm7[p]']","['Water', 'Losartan-N2-glucuronide / Losartan-M7']","['O', None]",None
1705,LSTNM7tex,Losartan-N2-glucuronide / Losartan-M7 diffusion extracellular to periplasm,None,None,None,None,None,['lstnm7[e]'],['Losartan-N2-glucuronide / Losartan-M7'],[None],None
1706,LSTNtex,Losartan diffusion extracellular to periplasm,None,None,None,None,None,['lstn[e]'],['Losartan'],['CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)CO)Cl'],None
1707,LYSAM,"Lysine 2,3-aminomutase (EC 5.4.3.2)",rxn00321,MNXR3345,None,R00461,LYSAM,['lys_L[c]'],['L-lysine'],['C(CCN)CC(C(=O)O)N'],[['5.4.3.2']]
1708,LYS_Ltex,L-lysine diffusion extracellular to periplasm,None,None,None,None,None,['lys_L[e]'],['L-lysine'],['C(CCN)CC(C(=O)O)N'],None
1709,LYSt3rpp,"L-lysine transport out via proton antiport reversible, periplasmatic",None,None,None,None,None,"['h[p]', 'lys_L[c]']","['proton', 'L-lysine']","['[H+]', 'C(CCN)CC(C(=O)O)N']",None
1710,L_AROND,Arogenate dehydrogenase (NAD+),rxn00525,MNXR7251,None,R00732,None,"['Largn[c]', 'nad[c]']","['L-Arogenate', 'Nicotinamide adenine dinucleotide']","['C1=CC(C=CC1O)(CC(C(=O)[O-])[NH3+])C(=O)[O-]', 'C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N']",1.3.1.43
1711,L_LACt2rpp,"L-Lactate Reversible Transport via Proton Symport, periplasmatic",None,None,None,None,None,"['h[p]', 'lac_L[p]']","['proton', 'L-lactate']","['[H+]', 'CC(C(=O)[O-])O']",None
1712,MADGBG,beta-glucosidase (methyl-alpha-D-glucoside),rxn09978,MNXR94312,None,None,None,"['h2o[c]', 'madg[c]']","['Water', 'alpha-Methyl-D-glucoside']","['O', 'COC1C(C(C(C(O1)CO)O)O)O']",3.2.1.21
1713,MALCOACD,Malonyl-CoA condensation catalyzed by FabH,None,None,None,None,None,"['h[c]', 'malACP[c]', 'malcoam[c]']","['proton', 'Malonyl-[acyl-carrier protein]', 'Malonyl-CoA methyl ester']","['[H+]', None, 'CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC(=O)OC)O']",None
1714,MALCOAMT,Malonyl-CoA methyltransferase BioC,None,None,None,None,None,"['amet[c]', 'malcoa[c]']","['S-Adenosyl-L-methionine', 'Malonyl-CoA']","['C[S+](CCC(C(=O)[O-])N)CC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O', 'CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC(=O)O)O']",2.1.1.197
1715,MALT,Alpha-Glucosidase,rxn00022,MNXR101350,R00028,R00028; R06084,FSP2_1; MAL12; MAL32; MALT; YGR287C; YIL172C; YJL216C,"['h2o[c]', 'malt[c]']","['Water', 'Maltose']","['O', 'C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O']","[None, None, None, ['3.2.1.20'], None, None, None]"
1716,MALTATr,maltose O-acetyltransferase,rxn01133,MNXR3392,None,R01556; R06251,MALTAT; MALTATr,"['accoa[c]', 'malt[c]']","['Acetyl-CoA', 'Maltose']","['CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O', 'C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O']","[['2.3.1.79'], ['2.3.1.79']]"
1717,MALTTRabcpp,"Maltotriose transport via ABC system, periplasmatic",None,None,None,None,None,"['atp[c]', 'h2o[c]', 'malttr[p]']","['ATP', 'Water', 'maltotriose']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'O', 'C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O)CO)CO)O)O)O)O']",None
1718,MALTTRtex,maltotriose diffusion extracellular to periplasm,rxn08876,None,None,None,MALTTRtexi,['malttr[e]'],['maltotriose'],['C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O)CO)CO)O)O)O)O'],[None]
1719,MALTabcpp,"maltose transport via ABC system, periplasmatic",None,None,None,None,None,"['atp[c]', 'h2o[c]', 'malt[p]']","['ATP', 'Water', 'Maltose']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'O', 'C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O']",None
1720,MALTtex,Maltose diffusion extracellular to periplasm,None,None,None,None,None,['malt[e]'],['Maltose'],['C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O'],None
1721,MAN1PT2,Mannose-1-Phosphate Guanylyltransferase (GDP),rxn00640,MNXR101376,R00883,R00883,MAN1PT2; MAN1PT2_r; MAN1PT2r,"['gdp[c]', 'h[c]', 'man1p[c]']","['GDP', 'proton', 'D-Mannose 1-phosphate']","['C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N=C(NC2=O)N', '[H+]', 'C(C1C(C(C(C(O1)OP(=O)(O)O)O)O)O)O']","[['2.7.7.22'], None, ['2.7.7.22']]"
1722,MAN6PI,Mannose-6-Phosphate Isomerase,rxn00559,MNXR101382,R01819,R00772,MAN6PI; PMI40,['man6p[c]'],['D-Mannose 6-phosphate'],['C(C1C(C(C(C(O1)O)O)O)O)OP(=O)(O)O'],"[['5.3.1.8'], None]"
1723,MANA4,Alpha-galactosidase (EC 3.2.1.22),rxn03838,MNXR79744,None,R05549; R06096,None,"['h2o[c]', 'mantr[c]']","['Water', 'mannotriose (beta-1,4)']","['O', None]",3.2.1.22
1724,MANAO,Mannonate oxidoreductase,rxn01775,MNXR3421,None,R02454,MANAO,"['mana[c]', 'nad[c]']","['D-Mannonate', 'Nicotinamide adenine dinucleotide']","['C(C(C(C(C(C(=O)O)O)O)O)O)O', 'C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N']",[['1.1.1.57']]
1725,MANNANASEepp,"Alpha-mannan degradation, extracellular, periplasmatic",None,None,None,None,None,"['h2o[p]', 'mannan[p]']","['Water', 'Alpha-mannan, yeast, has a MW of about 25000 (PMID: 5461381), equals ~ 140 mannose units. ID according to iMM904']","['O', None]",None
1726,MANNANtex,"Alpha-mannan, yeast, has a MW of about 25000 (PMID: 5461381), equals ~ 140 mannose units. ID according to iMM904 diffusion extra... <Preview truncated at 128 characters>",None,None,None,None,None,['mannan[e]'],"['Alpha-mannan, yeast, has a MW of about 25000 (PMID: 5461381), equals ~ 140 mannose units. ID according to iMM904']",[None],None
1727,MANTRabcpp,"mannotriose transport via ABC transporter, periplasmatic",None,None,None,None,None,"['atp[c]', 'h2o[c]', 'mantr[p]']","['ATP', 'Water', 'mannotriose (beta-1,4)']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'O', None]",None
1728,MANTRtex,"mannotriose (beta-1,4) diffusion extracellular to periplasm",None,None,None,None,None,['mantr[e]'],"['mannotriose (beta-1,4)']",[None],None
1729,MANabcpp,"mannose transport via ABC transporter, periplasmatic",None,None,None,None,None,"['atp[c]', 'h2o[c]', 'man[p]']","['ATP', 'Water', 'D-Mannose']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'O', 'C(C1C(C(C(C(O1)O)O)O)O)O']",None
1730,MANtex,D-Mannose diffusion extracellular to periplasm,None,None,None,None,None,['man[e]'],['D-Mannose'],['C(C1C(C(C(C(O1)O)O)O)O)O'],None
1731,MBDGBG,beta-glucosidase,rxn09979,MNXR94313,None,None,None,"['h2o[c]', 'mbdg[c]']","['Water', 'beta-Methylglucoside']","['O', 'COC1C(C(C(C(O1)CO)O)O)O']",3.2.1.21
1732,MCOATA,Malonyl Coenzyme A-Acp Transacylase,rxn05465,MNXR35619,None,R01626,FAS1_1; MCOATA; MCOATAm; MCT1,"['ACP[c]', 'malcoa[c]']","['acyl carrier protein', 'Malonyl-CoA']","[None, 'CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC(=O)O)O']","[None, ['2.3.1.-', '2.3.1.0', '2.3.1.39', '2.3.1.85', '2.3.1.86'], ['2.3.1.-', '2.3.1.0', '2.3.1.39', '2.3.1.85', '2.3.1.86'], None]"
1733,MDH,Malate Dehydrogenase,rxn00248,MNXR101439,R00342,R00342,MDH; MDH1; MDHi2; MDHm; MDHp,"['mal_L[c]', 'nad[c]']","['L-malate', 'Nicotinamide adenine dinucleotide']","['C(C(C(=O)O)O)C(=O)O', 'C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N']","[['1.1.1.299', '1.1.1.37'], None, ['1.1.1.299', '1.1.1.37'], ['1.1.1.299', '1.1.1.37'], ['1.1.1.299', '1.1.1.37']]"
1734,MDZGLC_GLCAASEepp,"Midazolam-glucuronide beta-glucuronidase  extracellular, periplasmatic",None,None,None,None,None,"['h2o[p]', 'mdzglc[p]']","['Water', 'Midazolam-Glucuronide']","['O', None]",None
1735,MDZGLCtex,Midazolam-Glucuronide diffusion extracellular to periplasm,None,None,None,None,None,['mdzglc[e]'],['Midazolam-Glucuronide'],[None],None
1736,MDZ_GLC_GLCAASEepp,"Midazolam Glucuronide beta-glucuronidase  extracellular, periplasmatic",None,None,None,None,None,"['h2o[p]', 'mdz_glc[p]']","['Water', 'Midazolam Glucuronide']","['O', None]",None
1737,MDZ_GLCtex,Midazolam Glucuronide diffusion extracellular to periplasm,None,None,None,None,None,['mdz_glc[e]'],['Midazolam Glucuronide'],[None],None
1738,MDZtex,Midazolam diffusion extracellular to periplasm,None,None,None,None,None,['mdz[e]'],['Midazolam'],['CC1=NC=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4F'],None
1739,ME2,Malic Enzyme (NADP),rxn00161,MNXR101443,R00216,R00216,MAE1; ME2; ME2m,"['mal_L[c]', 'nadp[c]']","['L-malate', 'Nicotinamide adenine dinucleotide phosphate']","['C(C(C(=O)O)O)C(=O)O', 'C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N']","[None, ['1.1.1.40'], ['1.1.1.40']]"
