organism,kingdom,phylum,class,order,family,genus,oxygenstat,metabolism,gram,mtype,genes,reactions,metabolites,draftcreator,draftcreated,platform,species,file,ncbiid,kbaseid,seedid,taxa_id,imgid,phenotype,id,summary_rank
Dermacoccus nishinomiyaensis,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Dermacoccaceae,Dermacoccus,Obligate aerobe,"Saccharolytic, respiratory",Positive,,740.0,1338.0,1048.0,chenry,04/15/16,Kbase,nishinomiyaensis,nishinomiyaensis.json,1274.0,kb|g.244937,,1274.0,2588253755.0,,nishinomiyaensis,species
Pseudomonas nitroreducens HBP1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Aerobe,Respiratory,Negative,,1480.0,1635.0,1222.0,Laura Kutt,04/19/16,Kbase,nitroreducens,nitroreducens.json,1437882.0,kb|g.214879,,46680.0,2579779010.0,,nitroreducens,species
Bacteroides nordii CL02T12C05,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Commensal,888.0,1268.0,1016.0,chenry,04/15/16,ModelSEED,nordii,nordii.json,997884.0,kb|g.28918,Bacteroides nordii CL02T12C05 (997884.3),291645.0,2537561664.0,,nordii,species
,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Obligate anaerobe,"Saccharolytic, proteolytic, fermentative",Negative,Commensal,,,,,,,nucleatum,nucleatum.json,,,,851.0,,,nucleatum,species
,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Obligate anaerobe,"Saccharolytic, fermentative",Positive,,,,,,,,obeum,obeum.json,,kb|g.1354,,40520.0,,,obeum,species
Capnocytophaga ochracea DSM 7271,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Facultative anaerobe,"Saccharolytic, fermentative",Negative,Opportunistic pathogen,513.0,1045.0,866.0,chenry,04/15/16,ModelSEED,ochracea,ochracea.json,521097.0,kb|g.1959,Capnocytophaga ochracea DSM 7271 (521097.5),1018.0,644736338.0,,ochracea,species
Actinomyces odontolyticus ATCC 17982,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Facultative anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,577.0,1741.0,1079.0,Ines Thiele,06/29/12,Kbase,odontolyticus,odontolyticus.json,411466.0,,Actinomyces odontolyticus ATCC 17982 (411466.7),1660.0,640963058.0,5.0,odontolyticus,species
Bacteroides oleiciplenus YIT 12058,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Commensal,998.0,1250.0,1016.0,chenry,04/15/16,ModelSEED,oleiciplenus,oleiciplenus.json,742727.0,kb|g.27474,Bacteroides oleiciplenus YIT 12058 (742727.4),626931.0,2534681837.0,,oleiciplenus,species
Microbacterium oleivorans NBRC 103075,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,Obligate aerobe,"Saccharolytic, respiratory",Positive,,757.0,1375.0,1074.0,chenry,04/15/16,ModelSEED,oleivorans,oleivorans.json,1223528.0,kb|g.241914,,273677.0,2576861779.0,,oleivorans,species
Pseudomonas oleovorans MOIL14HWK12,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Aerobe,Respiratory,Negative,,1152.0,1643.0,1222.0,Laura Kutt,04/19/16,Kbase,oleovorans,oleovorans.json,1033992.0,kb|g.206609,,301.0,,,oleovorans,species
Alistipes onderdonkii DSM 19147,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Obligate anaerobe,"Saccharolytic, fermentative",Negative,,662.0,1101.0,899.0,Laura Kutt,04/17/16,ModelSEED,onderdonkii,onderdonkii.json,1203611.0,kb|g.29550,Alistipes onderdonkii DSM 19147 (1120974.3),328813.0,,,onderdonkii,species
,Bacteria,,,,,,,,,,,,,Laura Kutt,,,oralis,oralis.json,,,,,,,oralis,species
,Bacteria,,,,,,Facultative anaerobe,,Positive,Commensal,,,,,,,oris,oris.json,,,,,,,oris,species
,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,,,,Ines Thiele,,Kbase,ovatus,ovatus.json,,,,28116.0,,,ovatus,species
Klebsiella oxytoca KCTC 1686,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Facultative anaerobe,"fermentative, respiratory",Negative,,1543.0,1809.0,1264.0,,,Kbase,oxytoca,oxytoca.json,1006551.0,kb|g.23273,Klebsiella oxytoca KCTC 1686 (1006551.4),571.0,,,oxytoca,species
Prevotella pallens ATCC 700821,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,507.0,976.0,845.0,Laura Kutt,04/17/16,Kbase,pallens,pallens.json,997353.0,kb|g.28900,Prevotella pallens ATCC 700821 (997353.4),60133.0,651324090.0,,pallens,species
Schlesneria paludicola DSM 18645,Bacteria,Planctomycetes,Planctomycetales,Planctomycetales,Planctomycetaceae,Schlesneria,Facultative anaerobe,"Saccharolytic, fermentative",Negative,,971.0,1440.0,1113.0,,,Kbase,paludicola,paludicola.json,1123242.0,kb|g.24393,Schlesneria paludicola DSM 18645 (1123242.3),360056.0,,,paludicola,species
Kocuria palustris PEL,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Kocuria,Obligate aerobe,"Saccharolytic, respiratory",Positive,Commensal,789.0,1295.0,983.0,chenry,04/15/16,Kbase,palustris,palustris.json,1236550.0,kb|g.25806,Kocuria palustris PEL (1236550.3),71999.0,,,palustris,species
"Gordonibacter pamelaeae 7-10-1-bT, DSM 19378",Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Gordonibacter,Nanaerobe,"Few carbon sources used, fermentation capabilities undescribed",Positive,Commensal,622.0,958.0,795.0,Ines Thiele,04/20/12,Kbase,pamelaeae,pamelaeae.json,471189.0,,Gordonibacter pamelaeae 7-10-1-b (657308.3),471189.0,650377943.0,5.0,pamelaeae,species
,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,Probiotic,,,,Ines Thiele,09/06/12,ModelSEED,paracasei,paracasei.json,,,,1597.0,,,paracasei,species
Brachybacterium paraconglomeratum LC44,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Dermabacteraceae,Brachybacterium,"Aerobe, microaerophile",Saccharolytic,Positive,Commensal,909.0,1413.0,1061.0,chenry,04/15/16,ModelSEED,paraconglomeratum,paraconglomeratum.json,1064537.0,kb|g.23654,Brachybacterium paraconglomeratum LC44 (1064537.3),173362.0,2548876523.0,,paraconglomeratum,species
Vibrio parahaemolyticus RIMD 2210633,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Facultative anaerobe,"Fermentative, respiratory",Negative,,1093.0,1606.0,1126.0,Laura Kutt,04/19/16,Kbase,parahaemolyticus,parahaemolyticus.json,223926.0,kb|g.421,Vibrio parahaemolyticus RIMD 2210633 (223926.1),670.0,637000335.0,,parahaemolyticus,species
Haemophilus parainfluenzae T3T1,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Aerobe,Respiratory,Negative,,656.0,1257.0,973.0,Laura Kutt,04/19/16,ModelSEED,parainfluenzae,parainfluenzae.json,862965.0,kb|g.3441,Haemophilus parainfluenzae T3T1 (862965.3),729.0,650377947.0,,parainfluenzae,species
Weissella paramesenteroides ATCC 33313,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,Commensal,561.0,1463.0,1026.0,Ines Thiele,06/25/12,Kbase,paramesenteroides,paramesenteroides.json,585506.0,,Weissella paramesenteroides ATCC 33313 (585506.3),1249.0,645058793.0,3.0,paramesenteroides,species
Microbacterium paraoxydans 77MFTsu3.2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Microbacterium,Obligate aerobe,"Saccharolytic, respiratory",Positive,Pathogen,819.0,1392.0,1069.0,chenry,04/15/16,ModelSEED,paraoxydans,paraoxydans.json,1151126.0,kb|g.29982,Microbacterium paraoxydans 77MFTsu3.2 (1151126.3),199592.0,2521172614.0,,paraoxydans,species
Clostridium paraputrificum AGR2156,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Anaerobe,"Saccharolytic, fermentative",Positive,,814.0,1300.0,990.0,Laura Kutt,04/18/16,ModelSEED,paraputrificum,paraputrificum.json,1280689.0,kb|g.208693,,29363.0,,,paraputrificum,species
Streptococcus parasanguinis ATCC 903,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,,624.0,1174.0,888.0,Laura Kutt,04/18/16,ModelSEED,parasanguinis,parasanguinis.json,888048.0,kb|g.3590,Streptococcus parasanguinis ATCC 903 (888048.3),1318.0,,,parasanguinis,species
Streptococcus parauberis KCTC 11537,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,,662.0,1209.0,902.0,Laura Kutt,04/18/16,ModelSEED,parauberis,parauberis.json,936154.0,kb|g.3766,Streptococcus parauberis KCTC 11537 (936154.3),1348.0,650716090.0,,parauberis,species
Sutterella parvirubra YIT 11816,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Suterellaceae,Sutterella,Facultative anaerobe,"Fermentative, respiratory",Negative,,521.0,1014.0,836.0,Laura Kutt,04/19/16,Kbase,parvirubra,parvirubra.json,762967.0,kb|g.27712,,437898.0,2513237371.0,,parvirubra,species
"Veillonella parvula Te3, DSM 2008",Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Obligate anaerobe,"Asaccharolytic, ferments TCA cycle intermediates",Negative,Commensal,603.0,1085.0,859.0,Eugen Bauer,08/03/14,Kbase,parvula,parvula.json,479436.0,,Veillonella parvula DSM 2008 (479436.6),29466.0,646311965.0,5.0,parvula,species
Atopobium parvulum DSM 20469,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,440.0,994.0,782.0,chenry,04/15/16,Kbase,parvulum,parvulum.json,521095.0,kb|g.1956,Atopobium parvulum DSM 20469 (521095.5),1382.0,644736327.0,,parvulum,species
Ureaplasma parvum serovar 1 str. ATCC 27813,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Ureaplasma,Facultative anaerobe,Utilize urea,Positive,,213.0,665.0,518.0,Laura Kutt,04/19/16,Kbase,parvum,parvum.json,515608.0,kb|g.1887,Ureaplasma parvum serovar 1 str. ATCC 27813 (515608.3),134821.0,,,parvum,species
Staphylococcus pasteuri SP1,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,Opportunistic pathogen,774.0,1399.0,1046.0,Laura Kutt,04/18/16,Kbase,pasteuri,pasteuri.json,1276282.0,kb|g.208650,,45972.0,2558309060.0,,pasteuri,species
Sphingomonas paucimobilis HER1398,Bacteria,Proteobacteria,Gammaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Anaerobe,Asaccharolytic,Negative,,755.0,1281.0,1045.0,,,ModelSEED,paucimobilis,paucimobilis.json,1346330.0,kb|g.210585,,13689.0,,,paucimobilis,species
Bacteroides pectinophilus ATCC 43243,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales,unclassified Clostridiales,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Commensal,591.0,950.0,804.0,Ines Thiele,04/20/12,Kbase,pectinophilus,pectinophilus.json,483218.0,,Bacteroides pectinophilus ATCC 43243 (483218.5),,642979337.0,4.0,pectinophilus,species
Proteus penneri ATCC 35198,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Proteus,Facultative anaerobe,"Fermentative, respiratory",Negative,,2539.0,1512.0,1100.0,Laura Kutt,04/18/16,ModelSEED,penneri,penneri.json,471881.0,kb|g.1703,,102862.0,,,penneri,species
Pediococcus pentosaceus ATCC 25745,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Facultative anaerobe,"Saccharolytic, fermentative or respiratory",Positive,,568.0,1076.0,826.0,Laura Kutt,04/18/16,ModelSEED,pentosaceus,pentosaceus.json,278197.0,kb|g.647,Pediococcus pentosaceus ATCC 25745 (278197.10),1255.0,639633049.0,,pentosaceus,species
Lactobacillus pentosus KCA1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Facultative anaerobe,"Saccharolytic, fermentative or respiratory",Positive,,858.0,1307.0,995.0,Laura Kutt,04/18/16,Kbase,pentosus,pentosus.json,1136177.0,kb|g.24585,Lactobacillus pentosus KCA1 (1136177.4),1589.0,2597489899.0,,pentosus,species
Clostridium perfringens ATCC 13124,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Anaerobe,"Saccharolytic, fermentative",Positive,Pathogen,735.0,1358.0,1002.0,Laura Kutt,04/18/16,ModelSEED,perfringens,perfringens.json,195103.0,kb|g.203,Clostridium perfringens ATCC 13124 (195103.9),1502.0,637000077.0,,perfringens,species
,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Obligate anaerobe,"Saccharolytic, proteolytic, fermentative",Negative,Commensal,,,,Ines Thiele,,ModelSEED,periodonticum,periodonticum.json,,,,860.0,,1.0,periodonticum,species
Streptococcus peroris ATCC 700780,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,Commensal,526.0,1093.0,835.0,Laura Kutt,04/18/16,ModelSEED,peroris,peroris.json,888746.0,kb|g.3605,Streptococcus peroris ATCC 700780 (888746.3),68891.0,,,peroris,species
Staphylococcus pettenkoferi VCU012,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,,823.0,1344.0,1042.0,Laura Kutt,04/18/16,Kbase,pettenkoferi,pettenkoferi.json,904314.0,kb|g.28242,Staphylococcus pettenkoferi VCU012 (904314.5),170573.0,2529292787.0,,pettenkoferi,species
Enterococcus phoeniculicola ATCC BAA-412,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Facultative anaerobe,"Saccharolytic, fermentative",Positive,Commensal,996.0,1274.0,985.0,Laura Kutt,04/18/16,Kbase,phoeniculicola,phoeniculicola.json,1158610.0,kb|g.30366,Enterococcus phoeniculicola ATCC BAA-412 (1158610.3),154621.0,2545824659.0,,phoeniculicola,species
Oceanobacillus picturae strain S1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Oceanobacillus,Aerobe,"Respiratory, non fermentative",Positive,,922.0,1450.0,1093.0,Laura Kutt,04/19/16,ModelSEED,picturae,picturae.json,333381.0,kb|g.242144,,171693.0,2617271105.0,,picturae,species
Desulfovibrio piger ATCC 29098,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Nanaerobe,"Only anaerobic respiration with sulfate as electron acceptor, nonfermentative, asaccharolytic",Negative,Commensal,599.0,980.0,792.0,Ines Thiele,08/06/12,ModelSEED,piger,piger.json,411464.0,,Desulfovibrio piger ATCC 29098 (411464.8),901.0,642979316.0,5.0,piger,species
Brachyspira pilosicoli B2904,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Brachyspira,Obligate anaerobe,Saccharolytic,Negative,,725.0,1195.0,949.0,Laura Kutt,04/19/16,ModelSEED,pilosicoli,pilosicoli.json,1133568.0,kb|g.24488,Brachyspira pilosicoli B2904 (1133568.3),52584.0,2519103103.0,,pilosicoli,species
Slackia piriformis YIT 12062,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Slackia,Obligate anaerobe,"Asaccharolytic, nonfermentative",Positive,,556.0,1007.0,849.0,chenry,04/15/16,ModelSEED,piriformis,piriformis.json,742818.0,kb|g.27488,Slackia piriformis YIT 12062 (742818.3),626934.0,2529292933.0,,piriformis,species
Pyramidobacter piscolens W5455,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Pyramidobacter,Obligate anaerobe,"Asaccharolytic, fermentative",Negative,,693.0,1164.0,931.0,Laura Kutt,04/19/16,Kbase,piscolens,piscolens.json,352165.0,kb|g.1034,Pyramidobacter piscolens W5455 (352165.3),638849.0,647000302.0,,piscolens,species
Acinetobacter pittii ANC 4052,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Aerobe,Asaccharolytic,Negative,,1021.0,1582.0,1146.0,Laura Kutt,04/18/16,Kbase,pittii,pittii.json,1217689.0,kb|g.31207,Acinetobacter pittii ANC 4052 (1217689.3),48296.0,2531839647.0,,pittii,species
,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,Probiotic,,,,,,Kbase,plantarum,plantarum.json,,,,1590.0,,1.0,plantarum,species
Raoultella planticola ATCC 33531,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Raoultella,Facultative anaerobe,"Fermentative, respiratory",Negative,,1483.0,1918.0,1279.0,Laura Kutt,04/18/16,ModelSEED,planticola,planticola.json,1005996.0,kb|g.242501,,575.0,2588253798.0,,planticola,species
Flavonifractor plautii ATCC 29863,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Flavonifractor,Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,,744.0,1207.0,970.0,Laura Kutt,04/18/16,Kbase,plautii,plautii.json,411475.0,kb|g.26645,,292800.0,2513237287.0,,plautii,species
"Bacteroides plebeius M12, DSM 17135",Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Commensal,684.0,1067.0,888.0,Ines Thiele,04/20/12,Kbase,plebeius,plebeius.json,310297.0,,Bacteroides plebeius DSM 17135 (484018.6),310297.0,642979351.0,1.0,plebeius,species
Streptococcus pleomorphus DSM 20574,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Streptococcus,Obligate anaerobe,"Saccharolytic, fermentative",Negative,,583.0,1081.0,901.0,Laura Kutt,04/18/16,Kbase,pleomorphus,pleomorphus.json,1123313.0,kb|g.207294,,1323.0,2524614880.0,,pleomorphus,species
Actinobacillus pleuropneumoniae L20,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus,Facultative anaerobe,"Saccharolytic, fermentative",Negative,,772.0,1403.0,1027.0,Laura Kutt,06/02/16,Kbase,pleuropneumoniae,pleuropneumoniae.json,416269.0,kb|g.1403,Actinobacillus pleuropneumoniae L20 (416269.5),715.0,640069302.0,,pleuropneumoniae,species
,Bacteria,,,,,,,,,,,,,,,Kbase,pneumoniae,pneumoniae.json,,,,,,3.0,pneumoniae,species
Methylobacterium populi BJ001,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,Aerobe,Respiratory,Negative,,1102.0,1601.0,1181.0,Laura Kutt,04/18/16,ModelSEED,populi,populi.json,441620.0,kb|g.1485,Methylobacterium populi BJ001 (441620.7),223967.0,642555139.0,,populi,species
,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,,"Saccharolytic, fermentative, acetate converted to butyrate",Structurally positive but stains negative,Commensal,,,,,,Kbase,prausnitzii,prausnitzii.json,,,,853.0,,,prausnitzii,species
Anaerococcus prevotii DSM 20548,Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus,Obligate anaerobe,"Saccharolytic, fermentative",Positive,,537.0,1060.0,809.0,Laura Kutt,04/18/16,Kbase,prevotii,prevotii.json,525919.0,kb|g.2043,Anaerococcus prevoti prevotii DSM 20548 (525919.4),33034.0,644736326.0,,prevotii,species
Blautia producta DSM 2950,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Obligate anaerobe,"Saccharolytic, fermentative, hydrogen used as energy source",Positive,Commensal,1023.0,1235.0,966.0,chenry,09/10/14,ModelSEED,producta,producta.json,1121114.0,kb|g.29565,,33035.0,,,producta,species
Olsenella profusa F019501,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Olsenella,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,670.0,1257.0,948.0,chenry,04/15/16,ModelSEED,profusa,profusa.json,1125712.0,kb|g.207382,,138595.0,2558860424.0,,profusa,species
Corynebacterium propinquum DSM 44285,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,Facultative anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,663.0,1194.0,975.0,chenry,04/15/16,ModelSEED,propinquum,propinquum.json,1121367.0,kb|g.29586,Corynebacterium propinquum DSM 44285 (1121367.3),43769.0,2515154156.0,,propinquum,species
Propionibacterium propionicum F0230a,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium,Facultative anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,784.0,1313.0,1032.0,chenry,04/15/16,ModelSEED,propionicum,propionicum.json,767029.0,kb|g.27741,Propionibacterium propionicum F0230a (767029.3),1750.0,2540341165.0,,propionicum,species
Bifidobacterium pseudocatenulatum DSM 20438,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,539.0,885.0,729.0,Ines Thiele,04/20/12,ModelSEED,pseudocatenulatum,pseudocatenulatum.json,547043.0,,Bifidobacterium pseudocatenulatum DSM 20438 = JCM 1200 (547043.8),28026.0,2562617145.0,1.0,pseudocatenulatum,species
Bacillus pseudofirmus  OF4,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Aerobe,Respiration or fermentation of carbohydrates and central metabolism intermediates,Positive,,1018.0,1498.0,1112.0,Laura Kutt,04/17/16,Kbase,pseudofirmus,pseudofirmus.json,398511.0,kb|g.1270,Bacillus pseudofirmus OF4 (398511.4),79885.0,646311908.0,,pseudofirmus,species
