,Reaction,Name,ModelSEED_id,MetaNetX,KEGG_id,ecNumber,BIGG_id,Substrates,KEGG_id2,Substrate Name,Substrate SMILE
2025,GLYPROPRO1c,Hydrolysis of Prolylglycine,rxn12638,MNXR100360,None,3.4.13.18,MEAMP1(gly-pro-L),"['glypro[c]', 'h2o[c]']",None,"['Glycylproline', 'Water']","['C1CC(N(C1)C(=O)CN)C(=O)O', 'O']"
2026,GLYPROabcpp,"Glycyl-L-proline transport via ABC system, periplasmatic",None,None,None,None,None,"['atp[c]', 'glypro[p]', 'h2o[c]']",None,"['ATP', 'Glycylproline', 'Water']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'C1CC(N(C1)C(=O)CN)C(=O)O', 'O']"
2027,GLYPROtex,Glycylproline diffusion extracellular to periplasm,None,None,None,None,None,['glypro[e]'],None,['Glycylproline'],['C1CC(N(C1)C(=O)CN)C(=O)O']
2028,GLYTYR1c,Hydrolysis of Glycyl-L-tyrosine,rxn12847,MNXR29607,None,3.4.11.23,None,"['glytyr[c]', 'h2o[c]']",None,"['Glycyl-L-tyrosine', 'Water']","['C1=CC(=CC=C1CC(C(=O)O)NC(=O)CN)O', 'O']"
2029,GLYTYRabcpp,"Glycyl-L-tyrosine transport via ABC system, periplasmatic",None,None,None,None,None,"['atp[c]', 'glytyr[p]', 'h2o[c]']",None,"['ATP', 'Glycyl-L-tyrosine', 'Water']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'C1=CC(=CC=C1CC(C(=O)O)NC(=O)CN)O', 'O']"
2030,GLYTYRtex,Glycyl-L-tyrosine diffusion extracellular to periplasm,None,None,None,None,None,['glytyr[e]'],None,['Glycyl-L-tyrosine'],['C1=CC(=CC=C1CC(C(=O)O)NC(=O)CN)O']
2031,GLYt2rpp,"Glycine Reversible Transport via Proton Symport, periplasmatic",None,None,None,None,None,"['gly[p]', 'h[p]']",None,"['Glycine', 'proton']","['C(C(=O)O)N', '[H+]']"
2032,GLYtex,Glycine diffusion extracellular to periplasm,rxn08662,None,None,None,GLYtex; U117,['gly[e]'],None,['Glycine'],['C(C(=O)O)N']
2033,GMAND,GDP-D-Mannose Dehydratase,rxn00642,MNXR100377,R00888,4.2.1.47,GDPMD; GMAND,['gdpmann[c]'],R00888,['GDP-alpha-D-mannose(2-)'],['C1=NC2=C(N1C3C(C(C(O3)COP(=O)([O-])OP(=O)([O-])OC4C(C(C(C(O4)CO)O)O)O)O)O)N=C(NC2=O)N']
2034,GMFL_GLC_GLCAASE,Gemfibrozil 1-O-Beta-Glucuronide beta-glucuronidase,None,None,None,None,None,"['gmfl_glc[c]', 'h2o[c]']",None,"['Gemfibrozil 1-O-Beta-Glucuronide', 'Water']","['CC1=CC(=C(C=C1)C)OCCCC(C)(C)C(=O)OC2C(C(C(C(O2)C(=O)O)O)O)O', 'O']"
2035,GMFL_GLCt2pp,"Glucuronate transport in via proton symport Gemfibrozil 1-O-Beta-Glucuronide, periplasmatic",None,None,None,None,None,"['gmfl_glc[p]', 'h[p]']",None,"['Gemfibrozil 1-O-Beta-Glucuronide', 'proton']","['CC1=CC(=C(C=C1)C)OCCCC(C)(C)C(=O)OC2C(C(C(C(O2)C(=O)O)O)O)O', '[H+]']"
2036,GMFL_GLCtex,Gemfibrozil 1-O-Beta-Glucuronide diffusion extracellular to periplasm,None,None,None,None,None,['gmfl_glc[e]'],None,['Gemfibrozil 1-O-Beta-Glucuronide'],['CC1=CC(=C(C=C1)C)OCCCC(C)(C)C(=O)OC2C(C(C(C(O2)C(=O)O)O)O)O']
2037,GMFL_MIII_GLC_GLCAASE,M3 Glucuronide beta-glucuronidase,None,None,None,None,None,"['gmfl_mIII_glc[c]', 'h2o[c]']",None,"['M3 Glucuronide', 'Water']","[None, 'O']"
2038,GMFL_MIII_GLCt2pp,"Glucuronate transport in via proton symport M3 Glucuronide, periplasmatic",None,None,None,None,None,"['gmfl_mIII_glc[p]', 'h[p]']",None,"['M3 Glucuronide', 'proton']","[None, '[H+]']"
2039,GMFL_MIII_GLCtex,M3 Glucuronide diffusion extracellular to periplasm,None,None,None,None,None,['gmfl_mIII_glc[e]'],None,['M3 Glucuronide'],[None]
2040,GMFL_MIIItepp,"beta-glucuronidase reaction product export Gemfibrozil M3 (Benzoic Acid Metabolite), periplasmatic",None,None,None,None,None,['gmfl_mIII[c]'],None,['Gemfibrozil M3 (Benzoic Acid Metabolite)'],[None]
2041,GMFL_MIIItex,Gemfibrozil M3 (Benzoic Acid Metabolite) diffusion extracellular to periplasm,None,None,None,None,None,['gmfl_mIII[e]'],None,['Gemfibrozil M3 (Benzoic Acid Metabolite)'],[None]
2042,GMFL_MII_GLC_GLCAASE,M2 Glucuronide beta-glucuronidase,None,None,None,None,None,"['gmfl_mII_glc[c]', 'h2o[c]']",None,"['M2 Glucuronide', 'Water']","[None, 'O']"
2043,GMFL_MII_GLCt2pp,"Glucuronate transport in via proton symport M2 Glucuronide, periplasmatic",None,None,None,None,None,"['gmfl_mII_glc[p]', 'h[p]']",None,"['M2 Glucuronide', 'proton']","[None, '[H+]']"
2044,GMFL_MII_GLCtex,M2 Glucuronide diffusion extracellular to periplasm,None,None,None,None,None,['gmfl_mII_glc[e]'],None,['M2 Glucuronide'],[None]
2045,GMFL_MIItepp,"beta-glucuronidase reaction product export Gemfibrozil M2 (Benzyl Alcohol Metabolite), periplasmatic",None,None,None,None,None,['gmfl_mII[c]'],None,['Gemfibrozil M2 (Benzyl Alcohol Metabolite)'],[None]
2046,GMFL_MIItex,Gemfibrozil M2 (Benzyl Alcohol Metabolite) diffusion extracellular to periplasm,None,None,None,None,None,['gmfl_mII[e]'],None,['Gemfibrozil M2 (Benzyl Alcohol Metabolite)'],[None]
2047,GMFL_MI_GLC_GLCAASE,M1 Glucuronide beta-glucuronidase,None,None,None,None,None,"['gmfl_mI_glc[c]', 'h2o[c]']",None,"['M1 Glucuronide', 'Water']","[None, 'O']"
2048,GMFL_MI_GLCt2pp,"Glucuronate transport in via proton symport M1 Glucuronide, periplasmatic",None,None,None,None,None,"['gmfl_mI_glc[p]', 'h[p]']",None,"['M1 Glucuronide', 'proton']","[None, '[H+]']"
2049,GMFL_MI_GLCtex,M1 Glucuronide diffusion extracellular to periplasm,None,None,None,None,None,['gmfl_mI_glc[e]'],None,['M1 Glucuronide'],[None]
2050,GMFL_MItepp,"beta-glucuronidase reaction product export Gemfibrozil M1 (4-Ring Hydroxylated Metabolite), periplasmatic",None,None,None,None,None,['gmfl_mI[c]'],None,['Gemfibrozil M1 (4-Ring Hydroxylated Metabolite)'],[None]
2051,GMFL_MItex,Gemfibrozil M1 (4-Ring Hydroxylated Metabolite) diffusion extracellular to periplasm,None,None,None,None,None,['gmfl_mI[e]'],None,['Gemfibrozil M1 (4-Ring Hydroxylated Metabolite)'],[None]
2052,GMFLtepp,"beta-glucuronidase reaction product export Gemfibrozil, periplasmatic",None,None,None,None,None,['gmfl[c]'],None,['Gemfibrozil'],['CC1=CC(=C(C=C1)C)OCCCC(C)(C)C(=O)O']
2053,GMFLtex,Gemfibrozil diffusion extracellular to periplasm,None,None,None,None,None,['gmfl[e]'],None,['Gemfibrozil'],['CC1=CC(=C(C=C1)C)OCCCC(C)(C)C(=O)O']
2054,GMHEPAT,D-glycero-D-manno-hepose 1-phosphate adenyltransferase,rxn03916,MNXR74523,None,2.7.1.167 2.7.7.70,GMHEPAT,"['atp[c]', 'gmhep1p[c]', 'h[c]']",R05644,"['ATP', 'D-Glycero-D-manno-heptose 1-phosphate', 'proton']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'C(C(C1C(C(C(C(O1)OP(=O)(O)O)O)O)O)O)O', '[H+]']"
2055,GMHEPK,D-glycero-D-manno-heptose 7-phosphate kinase,rxn03918,MNXR58824,None,2.7.1.167 2.7.7.70,GMHEPK,"['atp[c]', 'gmhep7p[c]']",R05646,"['ATP', 'D-Glycero-D-manno-heptose 7-phosphate']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'C(C(C1C(C(C(C(O1)O)O)O)O)O)OP(=O)(O)O']"
2056,GMHEPPA,"D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase",rxn03919,MNXR2786,None,3.1.3.82 3.1.3.83,None,"['gmhep17bp[c]', 'h2o[c]']",R05647,"['D-Glycero-D-manno-heptose 1,7-bisphosphate', 'Water']","['C(C(C1C(C(C(C(O1)OP(=O)(O)O)O)O)O)O)OP(=O)(O)O', 'O']"
2057,GMPR,GMP Reductase,rxn00837,MNXR100382,R01134,1.7.1.7,GMPR,"['gmp[c]', 'h[c]', 'nadph[c]']",R01134,"['GMP', 'proton', 'Nicotinamide adenine dinucleotide phosphate - reduced']","['C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)O)O)O)N=C(NC2=O)N', '[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']"
2058,GMPS2,GMP Synthase,rxn00917,MNXR100384,R01231,6.3.5.2,GMPS2; GUA1,"['atp[c]', 'gln_L[c]', 'h2o[c]', 'xmp[c]']",R01231,"['ATP', 'L-glutamine', 'Water', 'Xanthosine 5-phosphate']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'C(CC(=O)N)C(C(=O)O)N', 'O', 'C1=NC2=C(N1C3C(C(C(O3)COP(=O)([O-])[O-])O)O)NC(=O)NC2=O']"
2059,GND,Phosphogluconate Dehydrogenase,rxn01115,MNXR100389,R01528,"1.1.1.351, 1.1.1.44",GND; GND1; GND2; PGDH; PGDHr,"['6pgc[c]', 'nadp[c]']",R01528,"['6-Phospho-D-gluconate', 'Nicotinamide adenine dinucleotide phosphate']","['C(C(C(C(C(C(=O)O)O)O)O)O)OP(=O)(O)O', 'C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N']"
2060,GNK,gluconokinase,rxn01275,MNXR100390,R01737,2.7.1.12,GNK; GNKr,"['atp[c]', 'glcn[c]']",R01737,"['ATP', 'D-gluconate']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'C(C(C(C(C(C(=O)[O-])O)O)O)O)O']"
2061,GNNUC,Guanosine ribohydrolase,rxn01226,MNXR69180,None,3.2.2.1,GNNUC; URH1_1,"['gsn[c]', 'h2o[c]']",R01677,"['Guanosine', 'Water']","['C1=NC2=C(N1C3C(C(C(O3)CO)O)O)N=C(NC2=O)N', 'O']"
2062,GNOXmq,beta-D-Glucose:quinone 1-oxoreductase (menaquinone),None,None,None,None,None,"['glc_bD[c]', 'mqn8[c]']",None,"['beta D-glucose', 'Menaquinone 8']","['C(C1C(C(C(C(O1)O)O)O)O)O', 'CC1=C(C(=O)C2=CC=CC=C2C1=O)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C']"
2063,GNOXuqi,"beta-D-Glucose:quinone 1-oxoreductase (ubiquinone), irreversible",None,None,None,None,None,"['glc_bD[c]', 'q8[c]']",None,"['beta D-glucose', 'Ubiquinone-8']","['C(C1C(C(C(C(O1)O)O)O)O)O', 'CC1=C(C(=O)C(=C(C1=O)OC)OC)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C']"
2064,GOGOR,"(Gibberellin-20),2-oxoglutarate:oxygen oxidoreductase (3beta-hydroxylating)",rxn02158,None,None,None,None,"['akg[c]', 'gbrln20[c]', 'o2[c]']",R03009,"['2-Oxoglutarate', 'Gibberellin 20', 'O2']","['C(CC(=O)O)C(=O)C(=O)O', 'CC12CCCC3(C1C(C45C3CCC(C4)(C(=C)C5)O)C(=O)O)OC2=O', 'O=O']"
2065,GOR,Glutathione: 15-HPETE oxidoreductase,rxn04841,None,None,None,None,"['15HPET[c]', 'gthrd[c]']",R07035,"['15(S)-HPETE(1-)', 'Reduced glutathione']","['CCCCCC(C=CC=CCC=CCC=CCCCC(=O)[O-])OO', 'C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N']"
2066,GPDDA1,Glycerophosphodiester Phosphodiesterase (Glycerophosphocholine),rxn00758,MNXR100410,R01030,"3.1.4.2, 3.1.4.46",GPDDA1; GPDDA1pp,"['g3pc[c]', 'h2o[c]']",R01030,"['sn-Glycero-3-phosphocholine', 'Water']","['C[N+](C)(C)CCOP(=O)([O-])OCC(CO)O', 'O']"
2067,GPDDA2,Glycerophosphodiester phosphodiesterase (Glycerophosphoethanolamine),rxn01073,MNXR2803,None,3.1.4.46,GPDDA2; GPDDA2pp,"['g3pe[c]', 'h2o[c]']",R01470,"['sn-Glycero-3-phosphoethanolamine', 'Water']","['C(COP(=O)(O)OCC(CO)O)N', 'O']"
2068,GPDDA4,Glycerophosphodiester phosphodiesterase (Glycerophosphoglycerol),rxn08669,MNXR69183,None,3.1.4.46,GPDDA4; GPDDA4pp,"['g3pg[c]', 'h2o[c]']",None,"['Glycerophosphoglycerol', 'Water']","['C(C(COP(=O)(O)OCC(CO)O)O)O', 'O']"
2069,GPOAT,Acyl-CoA:glycerone-phosphate O-acyltransferase,rxn05919,None,None,None,GPT2_2; SCT1_2,"['acoa[c]', 'dhap[c]']",R01013,"['Acyl coenzyme A', 'Dihydroxyacetone phosphate']","[None, 'C(C(=O)COP(=O)(O)O)O']"
2070,GQ1S,GQ1 synthase,rxn03463,None,None,None,None,"['cmpacna[c]', 'gt1a_hs[c]']",R05113,"['CMP-N-acetyl-beta-neuraminate(2-)', 'GT1a']","['CC(=O)NC1C(CC(OC1C(C(CO)O)O)(C(=O)[O-])OP(=O)([O-])OCC2C(C(C(O2)N3C=CC(=NC3=O)N)O)O)O', 'CCCCCCCCCCCCCC=CC(C(COC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)CO)OC3C(C(C(C(O3)CO)O)OC4C(C(C(C(O4)CO)O)OC5(CC(C(C(O5)C(C(CO)OC6(CC(C(C(O6)C(C(CO)O)O)NC(=O)C)O)C(=O)O)O)NC(=O)C)O)C(=O)O)O)NC(=O)C)OC7(CC(C(C(O7)C(C(CO)O)O)NC(=O)C)O)C(=O)O)O)O)O)NC=O)O']"
2071,GRNLOR,geranial:NAD+ oxidoreductase,rxn07875,None,None,None,None,"['h2o[c]', 'nad[c]', 'tctrl[c]']",R08086,"['Water', 'Nicotinamide adenine dinucleotide', 'trans-Citral']","['O', 'C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N', 'CC(=CCCC(=CC=O)C)C']"
2072,GRTT,Geranyltranstransferase,rxn01466,MNXR99634,R02003,2.5.1.10,GRTT,"['grdp[c]', 'ipdp[c]']",R02003,"['Geranyl diphosphate', 'Isopentenyl diphosphate']","['CC(=CCCC(=CCOP(=O)(O)OP(=O)(O)O)C)C', 'CC(=C)CCOP(=O)(O)OP(=O)(O)O']"
2073,GSNK,guanosine kinase,rxn00914,MNXR2817,None,2.7.1.73,GSNK; U21,"['atp[c]', 'gsn[c]']",R01228,"['ATP', 'Guanosine']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'C1=NC2=C(N1C3C(C(C(O3)CO)O)O)N=C(NC2=O)N']"
2074,GSNt2rpp,"Guanosine Transport in via Proton Symport Reversible, periplasmatic",None,None,None,None,None,"['gsn[p]', 'h[p]']",None,"['Guanosine', 'proton']","['C1=NC2=C(N1C3C(C(C(O3)CO)O)O)N=C(NC2=O)N', '[H+]']"
2075,GSNtex,Guanosine diffusion extracellular to periplasm,None,None,None,None,None,['gsn[e]'],None,['Guanosine'],['C1=NC2=C(N1C3C(C(C(O3)CO)O)O)N=C(NC2=O)N']
2076,GSPMDA,Glutathionylspermidine amidase,rxn01404,MNXR2822,None,3.5.1.78,GSPMDA,"['gtspmd[c]', 'h2o[c]']",R01918,"['Glutathionylspermidine', 'Water']","['C(CCNCCCNC(=O)CNC(=O)C(CS)NC(=O)CCC(C(=O)O)N)CN', 'O']"
2077,GSPMDS,Glutathionylspermidine synthetase,rxn01403,MNXR2823,None,6.3.1.8,GSPMDS,"['atp[c]', 'gthrd[c]', 'spmd[c]']",R01917,"['ATP', 'Reduced glutathione', 'Spermidine']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N', 'C(CCNCCCN)CN']"
2078,GT1BS,GT1b synthase,rxn03185,None,None,None,None,"['cmpacna[c]', 'gd1a_hs[c]']",R04661; R06000,"['CMP-N-acetyl-beta-neuraminate(2-)', 'N-acetylneuraminosyl-D-galactosyl-N-acetyl-D-galactosaminyl-(N-acetylneuraminosyl)-D-galactosyl-D-glucosylceramide dianion']","['CC(=O)NC1C(CC(OC1C(C(CO)O)O)(C(=O)[O-])OP(=O)([O-])OCC2C(C(C(O2)N3C=CC(=NC3=O)N)O)O)O', None]"
2079,GTACMP_GLCAASE,glucuronide-thiomethyl-acetaminophen conjugate beta-glucuronidase,None,None,None,None,None,"['gtacmp[c]', 'h2o[c]']",None,"['glucuronide-thiomethyl-acetaminophen conjugate', 'Water']","[None, 'O']"
2080,GTACMPt2pp,"Glucuronate transport in via proton symport glucuronide-thiomethyl-acetaminophen conjugate, periplasmatic",None,None,None,None,None,"['gtacmp[p]', 'h[p]']",None,"['glucuronide-thiomethyl-acetaminophen conjugate', 'proton']","[None, '[H+]']"
2081,GTACMPtex,glucuronide-thiomethyl-acetaminophen conjugate diffusion extracellular to periplasm,None,None,None,None,None,['gtacmp[e]'],None,['glucuronide-thiomethyl-acetaminophen conjugate'],[None]
2082,GTHP,Glutathione Peroxidase,rxn00205,MNXR2828,None,1.11.1.9,GPX1; GPX2; GSHPO; GTHP; GTHPe; GTHPm; HYR1,"['gthrd[c]', 'h2o2[c]']",R00274,"['Reduced glutathione', 'Hydrogen peroxide']","['C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N', 'OO']"
2083,GTHRD,glutathione disulfide reductase,rxn00086,MNXR2826,None,1.8.1.7,GLR1; GTHO; GTHOm; GTHOr; GTHRD,"['gthrd[c]', 'nadp[c]']",R00115,"['Reduced glutathione', 'Nicotinamide adenine dinucleotide phosphate']","['C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N', 'C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N']"
2084,GTHS,Glutathione Synthetase,rxn00351,MNXR100450,R00497,6.3.2.3,GSH2; GTHS,"['atp[c]', 'glucys[c]', 'gly[c]']",R00497,"['ATP', 'gamma-L-Glutamyl-L-cysteine', 'Glycine']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'C(CC(=O)NC(CS)C(=O)O)C(C(=O)O)N', 'C(C(=O)O)N']"
2085,GTPCI,GTP Cyclohydrolase I,rxn00302,MNXR100453,R00424,3.5.4.16,None,"['gtp[c]', 'h2o[c]']",R00428,"['GTP', 'Water']","['C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N=C(NC2=O)N', 'O']"
2086,GTPCII,GTP cyclohydrolase II,rxn00300,MNXR2835,None,3.5.4.25,GTPCII2; RIB1,"['gtp[c]', 'h2o[c]']",R00425,"['GTP', 'Water']","['C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N=C(NC2=O)N', 'O']"
2087,GTPDPDP,"guanosine-5-triphosphate,3-diphosphate diphosphatase",rxn02449,MNXR69191,None,3.6.1.40,EPPP2; GDPT; GTPDPDP,"['gdptp[c]', 'h2o[c]']",R03409,"['Guanosine 3-diphosphate 5-triphosphate', 'Water']","[None, 'O']"
2088,GTPDPK,GTP diphosphokinase,rxn00303,MNXR69192,None,2.7.6.5,GTPDPK,"['atp[c]', 'gtp[c]']",R00429,"['ATP', 'GTP']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N=C(NC2=O)N']"
2089,GUAD,Guanine Deaminase,rxn01225,MNXR100464,R01676,3.5.4.3,GUAD; GUADr,"['gua[c]', 'h2o[c]', 'h[c]']",R01676,"['Guanine', 'Water', 'proton']","['C1=NC2=C(N1)C(=O)NC(=N2)N', 'O', '[H+]']"
2090,GUAPRT,Guanine Phosphoribosyltransferase,rxn00915,MNXR100409,R01229,"2.4.2.22, 2.4.2.7, 2.4.2.8",GUAPRT; GUAPRTr; HPT1_2,"['gua[c]', 'prpp[c]']",R01229,"['Guanine', '5-Phospho-alpha-D-ribose 1-diphosphate']","['C1=NC2=C(N1)C(=O)NC(=N2)N', 'C(C1C(C(C(O1)OP(=O)(O)OP(=O)(O)O)O)O)OP(=O)(O)O']"
2091,GUI1,glucuronate isomerase (D-glucuronate),rxn01080,MNXR2849,None,5.3.1.12,GUI1,['glcur[c]'],R01482,['D-glucuronate'],['C1(C(C(OC(C1O)O)C(=O)O)O)O']
2092,GUI2,glucuronate isomerase (D-galacturonate),rxn01457,MNXR84894,None,5.3.1.12,GUI2,['galur[c]'],R01983,['D-Galacturonate'],['C1(C(C(OC(C1O)O)C(=O)O)O)O']
2093,H2CO3D,Carboxylic Acid Dissociation,rxn00102,MNXR2856,None,4.2.1.1,H2CO3D; HCO3E; HCO3Em; HCO3En,"['co2[c]', 'h2o[c]']",R00132; R10092,"['Carbon dioxide', 'Water']","['C(=O)=O', 'O']"
2094,H2O2OR,thiol-containing-reductant:hydroperoxide oxidoreductase,rxn12013,None,None,None,None,"['arthl[c]', 'rooh[c]']",R07180,"['Aryl thiol', 'Hydroperoxide']","[None, 'OO']"
2095,H2Otex,Water diffusion extracellular to periplasm,None,None,None,None,None,['h2o[e]'],None,['Water'],['O']
2096,H2Otpp,"H2O Transport via Diffusion, periplasmatic",None,None,None,None,None,['h2o[p]'],None,['Water'],['O']
2097,H2Stex,Hydrogen sulfide diffusion extracellular to periplasm,None,None,None,None,None,['h2s[e]'],None,['Hydrogen sulfide'],['S']
2098,H2Stpp,"h2s transport (diffusion), periplasmatic",None,None,None,None,None,['h2s[p]'],None,['Hydrogen sulfide'],['S']
2099,H2tdpp,"hydrogen transport, periplasmatic",None,None,None,None,None,['h2[c]'],None,['Hydrogen'],['[HH]']
2100,H2tex,Hydrogen diffusion extracellular to periplasm,None,None,None,None,None,['h2[e]'],None,['Hydrogen'],['[HH]']
2101,HACD1,3-hydroxyacyl-CoA dehydrogenase (acetoacetyl-CoA),rxn01451,MNXR2899,None,1.1.1.35,HACD1; HACD1i,"['aacoa[c]', 'h[c]', 'nadh[c]']",R01975,"['Acetoacetyl-CoA', 'proton', 'Nicotinamide adenine dinucleotide - reduced']","['CC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O', '[H+]', None]"
2102,HACD2,3-hydroxyacyl-CoA dehydrogenase (3-oxohexanoyl-CoA),rxn03249,MNXR2901,None,1.1.1.35,HACD2; HACD2i,"['3ohcoa[c]', 'h[c]', 'nadh[c]']",R04748,"['3-Oxohexanoyl-CoA', 'proton', 'Nicotinamide adenine dinucleotide - reduced']","['CCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O', '[H+]', None]"
2103,HACD3,3-hydroxyacyl-CoA dehydrogenase (3-oxooctanoyl-CoA),rxn03246,MNXR2902,None,1.1.1.35,HACD3; HACD3i,"['3oocoa[c]', 'h[c]', 'nadh[c]']",R04745,"['3-Oxooctanoyl-CoA', 'proton', 'Nicotinamide adenine dinucleotide - reduced']","['CCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O', '[H+]', None]"
2104,HACD4,3-hydroxyacyl-CoA dehydrogenase (3-oxodecanoyl-CoA),rxn03244,MNXR2903,None,1.1.1.35,HACD4; HACD4i; HACD4p,"['3odcoa[c]', 'h[c]', 'nadh[c]']",R04743,"['3-Oxodecanoyl-CoA', 'proton', 'Nicotinamide adenine dinucleotide - reduced']","['CCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O', '[H+]', None]"
2105,HACD5,3-hydroxyacyl-CoA dehydrogenase (3-oxododecanoyl-CoA),rxn03242,MNXR2904,None,1.1.1.35,HACD5; HACD5i; HACD5p,"['3oddcoa[c]', 'h[c]', 'nadh[c]']",R04741,"['3-Oxododecanoyl-CoA', 'proton', 'Nicotinamide adenine dinucleotide - reduced']","['CCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O', '[H+]', None]"
2106,HACD6,3-hydroxyacyl-CoA dehydrogenase (3-oxotetradecanoyl-CoA),rxn06777,MNXR2905,None,1.1.1.35,HACD6; HACD6i; HACD6p,"['3otdcoa[c]', 'h[c]', 'nadh[c]']",R04739,"['3-Oxotetradecanoyl-CoA', 'proton', 'Nicotinamide adenine dinucleotide - reduced']","['CCCCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O', '[H+]', None]"
2107,HACD7,3-hydroxyacyl-CoA dehydrogenase (3-oxohexadecanoyl-CoA),rxn03239,MNXR2906,None,1.1.1.35,HACD7; HACD7i; HACD7p,"['3ohdcoa[c]', 'h[c]', 'nadh[c]']",R04737,"['3-oxopalmitoyl-CoA(4-)', 'proton', 'Nicotinamide adenine dinucleotide - reduced']","['CCCCCCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O', '[H+]', None]"
